campaign_id,topology,candidate,returncode,runtime_s,params_json,ok,csv,case_count,validator_schema,target_gate,scenario_valid_count,eligible_count,invalid_scenario_count,stale_schema_count,l1_pass_count,l2_pass_count,l3_pass_count,voltage_survival_pass_count,full_frt_pass_count,control_score_sum,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,cmd_action_max_abs
gbt_v3_t2_l1_baseline_hvrt_check_20260803,topology2,t2_currentgate_vff000_reg060_energyoff,0,94.635,"{""hpt_conventional_energy_scale"": 0.0, ""hpt_conventional_recovery_reg_gain"": 2.4, ""hpt_conventional_recovery_reg_max"": 0.44, ""hpt_energy_bridge_polarity"": -1.0, ""hpt_energy_control_sign"": -1.0, ""hpt_energy_i_ki"": 35.0, ""hpt_energy_i_kp"": 0.2, ""hpt_energy_vff_gain"": 0.0, ""hpt_inj_phase_offset"": -1.05, ""hpt_m_reg_max"": 0.6, ""hpt_sac_reg_max"": 0.6, ""hpt_sac_reg_q_gain"": -1.0, ""hpt_vdc_ki"": 0.0, ""hpt_vdc_kp"": 0.0, ""hpt_vreg_ki"": 0.35, ""hpt_vreg_kp"": 5.6}",True,E:\research_space\Hybrid-power-transformer\results\control_comparison\control_comparison_topology2_fault_all_gbt_v3_t2_l1_baseline_hvrt_check_20260803_topology2_t2_currentgate_vff000_reg060_energyoff_20260803_210538.csv,1,hpt-frt-gates-v3-gbt19963.1,L1,1,1,0,0,0,0,0,0,0,107.359818964128,0.0,0.0,799.483363410691,1038.40142083737,0.548279676231065
