campaign_id,topology,candidate,returncode,runtime_s,params_json,ok,csv,case_count,validator_schema,target_gate,scenario_valid_count,eligible_count,invalid_scenario_count,stale_schema_count,l1_pass_count,l2_pass_count,l3_pass_count,voltage_survival_pass_count,full_frt_pass_count,control_score_sum,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,cmd_action_max_abs
gbt_v3_t2_l1_chopper_hvrt_20260803,topology2,t2_v3_l1_vff000_reg060_chop780_r4,0,103.953,"{""hpt_chopper_threshold"": 780.0, ""hpt_conventional_energy_scale"": 0.0, ""hpt_conventional_recovery_reg_gain"": 2.4, ""hpt_conventional_recovery_reg_max"": 0.44, ""hpt_energy_bridge_polarity"": -1.0, ""hpt_energy_control_sign"": -1.0, ""hpt_energy_i_ki"": 35.0, ""hpt_energy_i_kp"": 0.2, ""hpt_energy_vff_gain"": 0.0, ""hpt_inj_phase_offset"": -1.05, ""hpt_m_reg_max"": 0.6, ""hpt_rchop"": 4.0, ""hpt_sac_reg_max"": 0.6, ""hpt_sac_reg_q_gain"": -1.0, ""hpt_vdc_ki"": 0.0, ""hpt_vdc_kp"": 0.0, ""hpt_vreg_ki"": 0.35, ""hpt_vreg_kp"": 5.6}",True,E:\research_space\Hybrid-power-transformer\results\control_comparison\control_comparison_topology2_fault_all_gbt_v3_t2_l1_chopper_hvrt_20260803_topology2_t2_v3_l1_vff000_reg060_chop780_r4_20260803_210947.csv,1,hpt-frt-gates-v3-gbt19963.1,L1,1,1,0,0,1,0,0,1,0,0.950499457785929,0.0,0.0,772.356714492088,953.804649922355,0.552641449943729
gbt_v3_t2_l1_chopper_hvrt_20260803,topology2,t2_v3_l1_vff000_reg060_chop800,0,108.614,"{""hpt_chopper_threshold"": 800.0, ""hpt_conventional_energy_scale"": 0.0, ""hpt_conventional_recovery_reg_gain"": 2.4, ""hpt_conventional_recovery_reg_max"": 0.44, ""hpt_energy_bridge_polarity"": -1.0, ""hpt_energy_control_sign"": -1.0, ""hpt_energy_i_ki"": 35.0, ""hpt_energy_i_kp"": 0.2, ""hpt_energy_vff_gain"": 0.0, ""hpt_inj_phase_offset"": -1.05, ""hpt_m_reg_max"": 0.6, ""hpt_sac_reg_max"": 0.6, ""hpt_sac_reg_q_gain"": -1.0, ""hpt_vdc_ki"": 0.0, ""hpt_vdc_kp"": 0.0, ""hpt_vreg_ki"": 0.35, ""hpt_vreg_kp"": 5.6}",True,E:\research_space\Hybrid-power-transformer\results\control_comparison\control_comparison_topology2_fault_all_gbt_v3_t2_l1_chopper_hvrt_20260803_topology2_t2_v3_l1_vff000_reg060_chop800_20260803_210801.csv,1,hpt-frt-gates-v3-gbt19963.1,L1,1,1,0,0,0,0,0,0,0,108.018898287203,0.0,0.0,789.58913507229,1049.1600998475,0.551311348815681
