validator_schema,model,topology,scenario_type,case_name,mode,guard_enable,grid_V,fault_pu,fault_a_pu,fault_b_pu,fault_c_pu,fault_start_s,fault_clear_s,fault_duration_s,fault_settle_s,lv_metric_source,stop_time_s,lv_mean,lv_a,lv_b,lv_c,lv_unbalance,lv_recovery_mean,lv_peak,lv_min,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,fault_lv_band_violation_mean_pu,fault_lv_band_violation_duration_s,fault_lv_band_pass,recovery_lv_min,recovery_lv_max,vdc_mean,vdc_min,vdc_max,action_max_abs,cmd_action_max_abs,bridge_modulation_abs_max,cmd_m_reg_d_mean,cmd_m_reg_q_mean,cmd_m_energy_d_mean,cmd_m_energy_q_mean,hpt_sac_enable_cmd,hpt_sac_energy_enable_cmd,hpt_sac_policy_mode_cmd,hpt_sac_actor_select_mode_cmd,cmd_m_reg_d_fault_mean,cmd_m_reg_q_fault_mean,cmd_m_energy_d_fault_mean,cmd_m_energy_q_fault_mean,cmd_m_reg_d_recovery_mean,cmd_m_reg_q_recovery_mean,cmd_m_energy_d_recovery_mean,cmd_m_energy_q_recovery_mean,action_fault_sample_count,action_fault_cmd_cols,action_recovery_sample_count,action_recovery_cmd_cols,meas_reg_d_mean,meas_reg_q_mean,meas_energy_d_mean,meas_energy_q_mean,meas_reg_d_fault_mean,meas_reg_q_fault_mean,meas_energy_d_fault_mean,meas_energy_q_fault_mean,meas_reg_d_recovery_mean,meas_reg_q_recovery_mean,meas_energy_d_recovery_mean,meas_energy_q_recovery_mean,reg_d_mean,reg_q_mean,energy_d_mean,energy_q_mean,obs_vpu_mean,obs_vpos_mean,obs_vdcpu_mean,obs_verr_mean,obs_fault_flag_mean,obs_recovery_flag_mean,obs_vpu_pre_mean,obs_vpos_pre_mean,obs_vneg_pre_mean,obs_vdcpu_pre_mean,obs_fault_flag_pre_mean,obs_recovery_flag_pre_mean,obs_vpu_fault_mean,obs_vpos_fault_mean,obs_vneg_fault_mean,obs_vdcpu_fault_mean,obs_fault_flag_fault_mean,obs_recovery_flag_fault_mean,obs_vpu_recovery_mean,obs_vpos_recovery_mean,obs_vneg_recovery_mean,obs_vdcpu_recovery_mean,obs_fault_flag_recovery_mean,obs_recovery_flag_recovery_mean,gbt_category,pcc_assessment_signal,pcc_fault_voltage_min_pu,pcc_fault_voltage_max_pu,pcc_envelope_violation_max_pu,pcc_envelope_violation_mean_pu,pcc_envelope_violation_duration_s,pcc_envelope_margin_min_pu,pcc_envelope_pass,scenario_valid,scenario_valid_reason,gbt_voltage_margin_min,gbt_voltage_envelope_pass,envelope_violation_max_pu,envelope_violation_mean_pu,envelope_violation_duration_s,envelope_margin_min_pu,envelope_pass,load_quality_violation_max_pu,load_quality_violation_duration_s,load_quality_pass,recovery_violation_max_pu,recovery_violation_mean_pu,recovery_violation_duration_s,recovery_envelope_pass,timestep_envelope_pass,gbt_recover_cover_s,gbt_recover_evaluated,gbt_recover_final_dev,gbt_recover_pass,gbt_vdc_pu_min,gbt_vdc_pu_max,gbt_vdc_survive_pass,gbt_action_limit_pass,grid_vpos_pu_min,grid_vpos_pu_mean,source_vpos_seq_pre_pu,source_vneg_seq_pre_pu,source_va_pre_pu,source_vb_pre_pu,source_vc_pre_pu,source_vabc_unbalance_pre_pu,source_vpos_seq_fault_pu,source_vneg_seq_fault_pu,source_va_fault_pu,source_vb_fault_pu,source_vc_fault_pu,source_vabc_unbalance_fault_pu,source_vpos_seq_recovery_pu,source_vneg_seq_recovery_pu,source_va_recovery_pu,source_vb_recovery_pu,source_vc_recovery_pu,source_vabc_unbalance_recovery_pu,grid_vpos_seq_pre_pu,grid_vneg_seq_pre_pu,grid_va_pre_pu,grid_vb_pre_pu,grid_vc_pre_pu,grid_vabc_unbalance_pre_pu,grid_vpos_seq_fault_pu,grid_vneg_seq_fault_pu,grid_va_fault_pu,grid_vb_fault_pu,grid_vc_fault_pu,grid_vabc_unbalance_fault_pu,grid_vpos_seq_recovery_pu,grid_vneg_seq_recovery_pu,grid_va_recovery_pu,grid_vb_recovery_pu,grid_vc_recovery_pu,grid_vabc_unbalance_recovery_pu,grid_id_mean_pu,grid_iq_mean_pu,grid_iq_ref_mean_pu,grid_iq_shortfall_max_pu,grid_iq_met_fraction,grid_iq_wrong_sign,grid_current_limit_pu,grid_current_eval_start_s,grid_current_peak_global_pu,grid_current_peak_fault_pu,grid_current_peak_recovery_pu,grid_current_peak_pu,grid_idq_peak_pu,gbt_reactive_evaluated,gbt_reactive_response_ms,gbt_reactive_response_pass,gbt_grid_current_limit_pass,voltage_survival_current_gate,gbt_reactive_status,gbt_reactive_pass,gbt_limit_status,gbt_certifiable,remained_connected_evaluated,remained_connected,remained_connected_evidence,simulation_completed,equipment_safety_pass,active_power_recovery_evaluated,active_power_recovery_pass,l1_load_voltage_survival_pass,l1_reason,l2_grid_code_ride_through_pass,l2_reason,l3_full_frt_pass,l3_reason,voltage_survival_pass,voltage_survival_reason,full_frt_pass,full_frt_reason,within_window,window_reason,control_score
hpt-frt-gates-v3-gbt19963.1,hpt_v2_topology2_paper,topology2,fault,lvrt_200ms_0p825pu,conventional_dq,0,NaN,0.825,0.825,1,1,0.08,0.28,0.2,0,controller_filtered_lv_pu,0.405,203.790479670607,NaN,NaN,NaN,NaN,206.835697902707,209.726122294866,198.562620790683,198.562620790683,209.616040844213,0,0,0,1,206.138273293047,207.661957503421,850.781759092633,799.726215904551,977.392340013721,0.95,0.552642064462243,0.95,0.00174430102953527,0.0549036001445877,0,0,1,1,0,0,0.0611840995463489,0.0261026783863827,0,0,0.00282714455520738,0.0566131249725683,0,0,10001,20251,5001,20251,-0.00050097339536013,-0.0536582096628348,0.950000000000026,0.950000000000026,0.0644293153121292,-0.0309767355557968,0.950000000000003,0.950000000000003,0.00137153576380184,-0.05613658496682,0.950000000000022,0.950000000000022,-0.00050097339536013,-0.0536582096628348,0.950000000000026,0.950000000000026,0.999457319398678,1.02286225519648,1.06347719886579,0.000542680601321907,0.335582620144832,0.658327847267939,0.993279654463447,1.05229816171143,0.0428511711429307,1.17505828101753,0.1575,0,0.984660139711494,0.97052751462259,0.0549469177601513,1.06363904740627,0.597040295970403,0.4000599940006,0.999263791097186,1.0219293486632,0.0227220906185615,1.06343138583373,0.199360127974405,0.793241351729654,LVRT,pcc_phase_a_rms_pu,0.755469209985054,0.846556298035032,0,0,0,0.555469209985054,1,1,pass,0.555469209985054,1,0,0,0,-0,1,0,0,1,0,0,0,1,1,0.125,1,0,1,0.999657769880689,1.22174042501715,1,1,0.712929142427852,0.854737605457891,1,0.0034057024775411,0.998307580374142,1.00101874982413,1.00067149328242,0.00271116944998832,0.94166958074772,0.0583841490015867,0.824979399400752,1.0003182781951,0.999706598223661,0.175338878794352,1,0.00152718899914809,0.999667885816098,1.00076123118962,0.999570445849523,0.00119078534009543,0.802075198023551,0.00577538532842072,0.811748833724809,0.801564408207111,0.805722153111556,0.0101844255176974,0.853830482757953,0.042662140797909,0.763401992551214,0.903760337388038,0.899654404667668,0.140358344836824,0.900147440679535,0.00221889823604117,0.900508159592223,0.898705161579476,0.90325386911733,0.00454870753785358,1.13946895600938,-0.133686151669822,0.0770194050349538,0.297963053059823,0,1,1.5,0.1,1.53996192003819,1.26020606155236,1.16039190447685,1.26020606155236,1.55159884727981,1,Inf,0,1,1,reactive_wrong_sign,0,grid_current_eval_peak_pu=1.260;grid_current_global_peak_pu=1.540;action_max=0.553,0,0,0,continuous_switch_level_run_no_explicit_trip_interface,1,1,0,0,1,,0,connection_status_not_evaluated,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,1,,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,1,,12.5932866077302
hpt-frt-gates-v3-gbt19963.1,hpt_v2_topology2_paper,topology2,fault,lvrt_200ms_0p825pu,fixed_action,0,NaN,0.825,0.825,1,1,0.08,0.28,0.2,0,controller_filtered_lv_pu,0.405,214.827413932283,NaN,NaN,NaN,NaN,224.453924822575,225.688481281696,199.062387713103,199.062387713103,223.488945608009,0,0,0,1,223.469716208508,225.688481281696,736.067629068786,678.961339259355,910.34505522358,0.95,0.172,0.95,0.171999999999998,0,0.0219999999999993,0.00199999999999993,1,1,-1,0,0.172000000000009,0,0.021999999999999,0.00199999999999987,0.171999999999998,0,0.0219999999999994,0.00199999999999996,10001,20251,5001,20251,0.146900188788392,-0.0894667549953401,0.948630298137989,0.950000000000026,0.149548227684191,-0.0780917929243398,0.941075018414287,0.950000000000003,0.146908125503161,-0.0894537222594301,0.949765734102772,0.950000000000022,0.146900188788392,-0.0894667549953401,0.948630298137989,0.950000000000026,1.0826444180529,1.13371210015332,0.920084536335982,-0.0826444180528969,0.0243581303489138,0.975312705727452,0.990390089120678,1.00846394616476,0.0274335465943084,1.1076994678671,0.1325,0,1.03056915795912,1.05202252375093,0.0551377644652904,1.02406620826543,0.394260573942606,0.605339466053395,1.08390130973838,1.13393224973472,0.0206625237597392,0.920515581343923,0.0147970405918816,0.98500299940012,LVRT,pcc_phase_a_rms_pu,0.692233512911791,0.84193415622923,0,0,0,0.492233512911791,1,1,pass,0.492233512911791,1,0.0202825182690634,0.0145588752288007,0.0899999999999963,-0.0202825182690634,0,0.0202825182690634,0.0899999999999963,0,0.0202825182690634,0.0145588752288007,0.0899999999999963,0,0,0.125,1,0.0202825182690634,0,0.848701674074194,1.13793131902948,1,1,0.680563879844958,0.84202137168862,1,0.00365393755160626,0.998273639644055,1.00138299413648,1.00034086162971,0.00310935449242566,0.941706177061944,0.0589745464113191,0.824720563542294,0.999877454327862,1.00046108535887,0.175740521816573,1,0.00239789977242309,0.998886597033064,1.00016985948921,1.00094246509829,0.00205586806522636,0.792055137072675,0.0056821861556414,0.797045822979999,0.794280994272147,0.78822075143155,0.00882507154844855,0.839976612906106,0.0421889592791481,0.751652688399464,0.887134906924333,0.888696698253931,0.137044009854467,0.906385003001964,0.00232465546555676,0.904955556046738,0.906670357487545,0.909081755583475,0.0041261995367365,1.10760130044633,-0.137982484503612,0.0634859813357159,0.275404149107144,0,1,1.5,0.1,1.52809077634715,1.45016820913887,1.08768545728664,1.45016820913887,1.53562363741265,1,Inf,0,1,1,reactive_wrong_sign,0,grid_current_eval_peak_pu=1.450;grid_current_global_peak_pu=1.528;action_max=0.172,0,0,0,continuous_switch_level_run_no_explicit_trip_interface,1,1,0,0,0,timestep_recovery_envelope,0,l1_load_voltage_survival;connection_status_not_evaluated,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,0,timestep_recovery_envelope,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,0,timestep_recovery_envelope,118.821799380937
hpt-frt-gates-v3-gbt19963.1,hpt_v2_topology2_paper,topology2,fault,lvrt_200ms_0p825pu,trajectory_action,0,NaN,0.825,0.825,1,1,0.08,0.28,0.2,0,controller_filtered_lv_pu,0.405,207.328974994787,NaN,NaN,NaN,NaN,215.171777448101,217.772187801985,196.342630289011,196.342630289011,215.198380676365,0,0,0,1,213.541853203175,217.772187801985,664.404599093467,611.991135334736,945.017433650951,0.95,0.155863583087921,0.95,0.115751075501345,0.0276174720688193,-0.0259121148660043,-0.0275425647260956,1,1,-2,0,0.104842777359952,0.0344701319107496,0.0047415450517803,-0.00716275256248179,0.117909346216084,0.0266212456776032,-0.0304636665163839,-0.0306949149701767,10001,20251,5001,20251,0.0847098650826646,-0.0834877536799028,0.929025058168191,0.950000000000026,0.0874428002868198,-0.0608577913620621,0.854376778554923,0.950000000000003,0.0867937719163453,-0.0841584449172022,0.936367284939932,0.950000000000022,0.0847098650826646,-0.0834877536799028,0.929025058168191,0.950000000000026,1.03635456302167,1.08952112802439,0.830505748866834,-0.0363545630216672,0.00954575378538512,0.987491770901909,0.960809453131368,1.01849930171253,0.0251872298367999,1.13979142244105,0.115833333333333,0,0.996810208811763,1.03432291824183,0.0538094421513326,0.989871201351402,0.418958104189581,0.577642235776422,1.03855205158917,1.08943591000144,0.0243435537077011,0.828528175168154,0.0115976804639072,0.984803039392122,LVRT,pcc_phase_a_rms_pu,0.71818214233361,0.838414740922828,0,0,0,0.51818214233361,1,1,pass,0.51818214233361,1,0,0,0,-0,1,0,0,1,0,0,0,1,1,0.125,1,0,1,0.76498891916842,1.18127179206369,1,1,0.691957094826468,0.853867154316817,1,0.00346162429743843,0.998514060890054,1.00151149051775,0.999972201896519,0.00299742962769523,0.94166589017349,0.0583208831079086,0.825005491040475,1.0000424360535,0.999950906012192,0.175036945013026,1,0.00100168303525868,1.00010650922765,1.00037049298446,0.999522809627937,0.000847683356519007,0.800685834557652,0.00324755272930666,0.804982648288579,0.801463353565889,0.799224383497759,0.00575826479082001,0.85189561906645,0.0415862451457673,0.762960850506278,0.899655139737277,0.899782309610918,0.136821459104641,0.898308762370982,0.00113543891255482,0.898029016383319,0.898644725073241,0.899816454422627,0.00178743803930787,0.995614098943754,-0.0916497134297781,0.0564912295320314,0.245174144098641,0.122207621550591,1,1.5,0.1,1.46718057128044,1.33141415530111,1.02163456293055,1.33141415530111,1.46665487682222,1,164.34,0,1,1,reactive_wrong_sign,0,grid_current_eval_peak_pu=1.331;grid_current_global_peak_pu=1.467;action_max=0.156,0,0,0,continuous_switch_level_run_no_explicit_trip_interface,1,0,0,0,0,dc_link_bounds,0,l1_load_voltage_survival;connection_status_not_evaluated;equipment_safety,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,0,dc_link_bounds,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,0,dc_link_bounds,115.30800271905
