validator_schema,model,topology,scenario_type,case_name,mode,guard_enable,grid_V,fault_pu,fault_a_pu,fault_b_pu,fault_c_pu,fault_start_s,fault_clear_s,fault_duration_s,fault_settle_s,lv_metric_source,stop_time_s,lv_mean,lv_a,lv_b,lv_c,lv_unbalance,lv_recovery_mean,lv_peak,lv_min,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,fault_lv_band_violation_mean_pu,fault_lv_band_violation_duration_s,fault_lv_band_pass,recovery_lv_min,recovery_lv_max,vdc_mean,vdc_min,vdc_max,action_max_abs,cmd_action_max_abs,bridge_modulation_abs_max,cmd_m_reg_d_mean,cmd_m_reg_q_mean,cmd_m_energy_d_mean,cmd_m_energy_q_mean,hpt_sac_enable_cmd,hpt_sac_energy_enable_cmd,hpt_sac_policy_mode_cmd,hpt_sac_actor_select_mode_cmd,cmd_m_reg_d_fault_mean,cmd_m_reg_q_fault_mean,cmd_m_energy_d_fault_mean,cmd_m_energy_q_fault_mean,cmd_m_reg_d_recovery_mean,cmd_m_reg_q_recovery_mean,cmd_m_energy_d_recovery_mean,cmd_m_energy_q_recovery_mean,action_fault_sample_count,action_fault_cmd_cols,action_recovery_sample_count,action_recovery_cmd_cols,meas_reg_d_mean,meas_reg_q_mean,meas_energy_d_mean,meas_energy_q_mean,meas_reg_d_fault_mean,meas_reg_q_fault_mean,meas_energy_d_fault_mean,meas_energy_q_fault_mean,meas_reg_d_recovery_mean,meas_reg_q_recovery_mean,meas_energy_d_recovery_mean,meas_energy_q_recovery_mean,reg_d_mean,reg_q_mean,energy_d_mean,energy_q_mean,obs_vpu_mean,obs_vpos_mean,obs_vdcpu_mean,obs_verr_mean,obs_fault_flag_mean,obs_recovery_flag_mean,obs_vpu_pre_mean,obs_vpos_pre_mean,obs_vneg_pre_mean,obs_vdcpu_pre_mean,obs_fault_flag_pre_mean,obs_recovery_flag_pre_mean,obs_vpu_fault_mean,obs_vpos_fault_mean,obs_vneg_fault_mean,obs_vdcpu_fault_mean,obs_fault_flag_fault_mean,obs_recovery_flag_fault_mean,obs_vpu_recovery_mean,obs_vpos_recovery_mean,obs_vneg_recovery_mean,obs_vdcpu_recovery_mean,obs_fault_flag_recovery_mean,obs_recovery_flag_recovery_mean,gbt_category,pcc_assessment_signal,pcc_fault_voltage_min_pu,pcc_fault_voltage_max_pu,pcc_envelope_violation_max_pu,pcc_envelope_violation_mean_pu,pcc_envelope_violation_duration_s,pcc_envelope_margin_min_pu,pcc_envelope_pass,scenario_valid,scenario_valid_reason,gbt_voltage_margin_min,gbt_voltage_envelope_pass,envelope_violation_max_pu,envelope_violation_mean_pu,envelope_violation_duration_s,envelope_margin_min_pu,envelope_pass,load_quality_violation_max_pu,load_quality_violation_duration_s,load_quality_pass,recovery_violation_max_pu,recovery_violation_mean_pu,recovery_violation_duration_s,recovery_envelope_pass,timestep_envelope_pass,gbt_recover_cover_s,gbt_recover_evaluated,gbt_recover_final_dev,gbt_recover_pass,gbt_vdc_pu_min,gbt_vdc_pu_max,gbt_vdc_survive_pass,gbt_action_limit_pass,grid_vpos_pu_min,grid_vpos_pu_mean,source_vpos_seq_pre_pu,source_vneg_seq_pre_pu,source_va_pre_pu,source_vb_pre_pu,source_vc_pre_pu,source_vabc_unbalance_pre_pu,source_vpos_seq_fault_pu,source_vneg_seq_fault_pu,source_va_fault_pu,source_vb_fault_pu,source_vc_fault_pu,source_vabc_unbalance_fault_pu,source_vpos_seq_recovery_pu,source_vneg_seq_recovery_pu,source_va_recovery_pu,source_vb_recovery_pu,source_vc_recovery_pu,source_vabc_unbalance_recovery_pu,grid_vpos_seq_pre_pu,grid_vneg_seq_pre_pu,grid_va_pre_pu,grid_vb_pre_pu,grid_vc_pre_pu,grid_vabc_unbalance_pre_pu,grid_vpos_seq_fault_pu,grid_vneg_seq_fault_pu,grid_va_fault_pu,grid_vb_fault_pu,grid_vc_fault_pu,grid_vabc_unbalance_fault_pu,grid_vpos_seq_recovery_pu,grid_vneg_seq_recovery_pu,grid_va_recovery_pu,grid_vb_recovery_pu,grid_vc_recovery_pu,grid_vabc_unbalance_recovery_pu,grid_id_mean_pu,grid_iq_mean_pu,grid_iq_ref_mean_pu,grid_iq_shortfall_max_pu,grid_iq_met_fraction,grid_iq_wrong_sign,grid_current_limit_pu,grid_current_eval_start_s,grid_current_peak_global_pu,grid_current_peak_fault_pu,grid_current_peak_recovery_pu,grid_current_peak_pu,grid_idq_peak_pu,gbt_reactive_evaluated,gbt_reactive_response_ms,gbt_reactive_response_pass,gbt_grid_current_limit_pass,voltage_survival_current_gate,gbt_reactive_status,gbt_reactive_pass,gbt_limit_status,gbt_certifiable,remained_connected_evaluated,remained_connected,remained_connected_evidence,simulation_completed,equipment_safety_pass,active_power_recovery_evaluated,active_power_recovery_pass,l1_load_voltage_survival_pass,l1_reason,l2_grid_code_ride_through_pass,l2_reason,l3_full_frt_pass,l3_reason,voltage_survival_pass,voltage_survival_reason,full_frt_pass,full_frt_reason,within_window,window_reason,control_score
hpt-frt-gates-v3-gbt19963.1,hpt_v2_topology2_paper,topology2,fault,sag_0p90,conventional_dq,0,NaN,0.9,0.9,0.9,0.9,0.035,0.095,0.06,0,instant_three_phase_rms,0.22,196.815802171939,NaN,NaN,NaN,NaN,199.631178796532,210.862857202966,181.890592712345,181.890592712345,206.908524492753,0,0,0,1,192.433302996078,206.016770467222,783.264801559118,773.703385716611,804.838342955608,0.95,0.552641449943729,0.95,0.084410082621492,0.0976094503517372,0,0,1,1,0,0,0.2835817645532,-0.128280947335495,0,0,0.0916906369683764,0.0897807189515301,0,0,3001,11001,5000,11001,0.0814946847351672,-0.100201813187742,0.950000000000011,0.950000000000011,0.274172542834139,0.137961782871771,0.950000000000007,0.950000000000007,0.0871907507798638,-0.0946340135576632,0.950000000000022,0.950000000000022,0.0814946847351672,-0.100201813187742,0.950000000000011,0.950000000000011,0.965969970716177,1.14403168379279,0.979081001948899,0.0340300292838236,0.00727052408361103,0.992426537412905,NaN,NaN,NaN,NaN,NaN,NaN,0.949013234856474,1.00082595051157,0.0359759116975483,0.978208550368301,1,0,0.962839153341143,1.13757626081406,0.0330878162565228,0.979654586114056,0.0048,0.995,LVRT,pcc_min_line_rms_pu,0.700968153811565,0.775917807369825,0,0,0,0.500968153811564,1,1,pass,0.500968153811564,1,0.000370516927159337,9.65046361048512e-08,0,-0.000370516927159337,1,0.000370516927159337,0,1,0.000370516927159337,9.65046361048512e-08,0,1,1,0.125,1,0.000370516927159337,1,0.967129232145764,1.00604792869451,1,1,0.623945684264051,0.72412140948954,NaN,NaN,NaN,NaN,NaN,NaN,0.723428378096083,0.00333250535725512,0.726402291625149,0.729947546190722,0.722943832624298,0.00700371356642324,0.822592180670525,0.000768470697949273,0.823838247378151,0.825123499993262,0.824223524975558,0.00128525261511096,NaN,NaN,NaN,NaN,NaN,NaN,0.723428378096083,0.00333250535725512,0.726402291625149,0.729947546190722,0.722943832624298,0.00700371356642324,0.822592180670525,0.000768470697949273,0.823838247378151,0.825123499993262,0.824223524975558,0.00128525261511096,1.35480253481885,-0.0935508594907859,0.282695366490653,0.256246225981439,0,1,1.5,0.055,1.45291709754473,1.43434175961914,1.37245940924756,1.43434175961914,1.45940524293423,1,Inf,0,1,1,reactive_wrong_sign,0,grid_current_eval_peak_pu=1.434;grid_current_global_peak_pu=1.453;action_max=0.553,0,0,0,continuous_switch_level_run_no_explicit_trip_interface,1,1,0,0,1,,0,connection_status_not_evaluated,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,1,,0,l2_grid_code_ride_through;reactive_wrong_sign;active_power_recovery_not_evaluated,1,,13.7604693194987
