validator_schema,model,topology,scenario_type,case_name,mode,guard_enable,grid_V,fault_pu,fault_a_pu,fault_b_pu,fault_c_pu,fault_start_s,fault_clear_s,fault_duration_s,fault_settle_s,lv_metric_source,stop_time_s,lv_mean,lv_a,lv_b,lv_c,lv_unbalance,lv_recovery_mean,lv_peak,lv_min,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,fault_lv_band_violation_mean_pu,fault_lv_band_violation_duration_s,fault_lv_band_pass,recovery_lv_min,recovery_lv_max,vdc_mean,vdc_min,vdc_max,action_max_abs,cmd_action_max_abs,bridge_modulation_abs_max,cmd_m_reg_d_mean,cmd_m_reg_q_mean,cmd_m_energy_d_mean,cmd_m_energy_q_mean,hpt_sac_enable_cmd,hpt_sac_energy_enable_cmd,hpt_sac_policy_mode_cmd,hpt_sac_actor_select_mode_cmd,cmd_m_reg_d_fault_mean,cmd_m_reg_q_fault_mean,cmd_m_energy_d_fault_mean,cmd_m_energy_q_fault_mean,cmd_m_reg_d_recovery_mean,cmd_m_reg_q_recovery_mean,cmd_m_energy_d_recovery_mean,cmd_m_energy_q_recovery_mean,action_fault_sample_count,action_fault_cmd_cols,action_recovery_sample_count,action_recovery_cmd_cols,meas_reg_d_mean,meas_reg_q_mean,meas_energy_d_mean,meas_energy_q_mean,meas_reg_d_fault_mean,meas_reg_q_fault_mean,meas_energy_d_fault_mean,meas_energy_q_fault_mean,meas_reg_d_recovery_mean,meas_reg_q_recovery_mean,meas_energy_d_recovery_mean,meas_energy_q_recovery_mean,reg_d_mean,reg_q_mean,energy_d_mean,energy_q_mean,obs_vpu_mean,obs_vpos_mean,obs_vdcpu_mean,obs_verr_mean,obs_fault_flag_mean,obs_recovery_flag_mean,obs_vpu_pre_mean,obs_vpos_pre_mean,obs_vneg_pre_mean,obs_vdcpu_pre_mean,obs_fault_flag_pre_mean,obs_recovery_flag_pre_mean,obs_vpu_fault_mean,obs_vpos_fault_mean,obs_vneg_fault_mean,obs_vdcpu_fault_mean,obs_fault_flag_fault_mean,obs_recovery_flag_fault_mean,obs_vpu_recovery_mean,obs_vpos_recovery_mean,obs_vneg_recovery_mean,obs_vdcpu_recovery_mean,obs_fault_flag_recovery_mean,obs_recovery_flag_recovery_mean,gbt_category,pcc_assessment_signal,pcc_fault_voltage_min_pu,pcc_fault_voltage_max_pu,pcc_envelope_violation_max_pu,pcc_envelope_violation_mean_pu,pcc_envelope_violation_duration_s,pcc_envelope_margin_min_pu,pcc_envelope_pass,scenario_valid,scenario_valid_reason,gbt_voltage_margin_min,gbt_voltage_envelope_pass,envelope_violation_max_pu,envelope_violation_mean_pu,envelope_violation_duration_s,envelope_margin_min_pu,envelope_pass,load_quality_violation_max_pu,load_quality_violation_duration_s,load_quality_pass,recovery_violation_max_pu,recovery_violation_mean_pu,recovery_violation_duration_s,recovery_envelope_pass,timestep_envelope_pass,gbt_recover_cover_s,gbt_recover_evaluated,gbt_recover_final_dev,gbt_recover_pass,gbt_vdc_pu_min,gbt_vdc_pu_max,gbt_vdc_survive_pass,gbt_action_limit_pass,grid_vpos_pu_min,grid_vpos_pu_mean,source_vpos_seq_pre_pu,source_vneg_seq_pre_pu,source_va_pre_pu,source_vb_pre_pu,source_vc_pre_pu,source_vabc_unbalance_pre_pu,source_vpos_seq_fault_pu,source_vneg_seq_fault_pu,source_va_fault_pu,source_vb_fault_pu,source_vc_fault_pu,source_vabc_unbalance_fault_pu,source_vpos_seq_recovery_pu,source_vneg_seq_recovery_pu,source_va_recovery_pu,source_vb_recovery_pu,source_vc_recovery_pu,source_vabc_unbalance_recovery_pu,grid_vpos_seq_pre_pu,grid_vneg_seq_pre_pu,grid_va_pre_pu,grid_vb_pre_pu,grid_vc_pre_pu,grid_vabc_unbalance_pre_pu,grid_vpos_seq_fault_pu,grid_vneg_seq_fault_pu,grid_va_fault_pu,grid_vb_fault_pu,grid_vc_fault_pu,grid_vabc_unbalance_fault_pu,grid_vpos_seq_recovery_pu,grid_vneg_seq_recovery_pu,grid_va_recovery_pu,grid_vb_recovery_pu,grid_vc_recovery_pu,grid_vabc_unbalance_recovery_pu,grid_id_mean_pu,grid_iq_mean_pu,grid_iq_ref_mean_pu,grid_iq_shortfall_max_pu,grid_iq_met_fraction,grid_iq_wrong_sign,grid_current_limit_pu,grid_current_eval_start_s,grid_current_peak_global_pu,grid_current_peak_fault_pu,grid_current_peak_recovery_pu,grid_current_peak_pu,grid_idq_peak_pu,gbt_reactive_evaluated,gbt_reactive_response_ms,gbt_reactive_response_pass,gbt_grid_current_limit_pass,voltage_survival_current_gate,gbt_reactive_status,gbt_reactive_pass,gbt_limit_status,gbt_certifiable,remained_connected_evaluated,remained_connected,remained_connected_evidence,simulation_completed,equipment_safety_pass,active_power_recovery_evaluated,active_power_recovery_pass,l1_load_voltage_survival_pass,l1_reason,l2_grid_code_ride_through_pass,l2_reason,l3_full_frt_pass,l3_reason,voltage_survival_pass,voltage_survival_reason,full_frt_pass,full_frt_reason,within_window,window_reason,control_score
hpt-frt-gates-v3-gbt19963.1,hpt_v2_topology2_paper,topology2,fault,sag_0p90,conventional_dq,0,NaN,0.9,0.9,0.9,0.9,0.035,0.095,0.06,0,instant_three_phase_rms,0.22,190.876375316137,NaN,NaN,NaN,NaN,202.158708265442,210.295317902706,182.136910608607,182.136910608607,202.024837515054,0,0,0,1,194.164408619617,208.429433206194,876.627176946329,782.455194633515,1052.71255006755,0.95,0.50319048198782,0.95,0.0553286168484801,0.0804766012609454,0,0,1,1,0,0,0.441277759853125,-0.155995377513502,0,0,0.0749123915047974,0.0664015351290422,0,0,3001,11001,5000,11001,0.0528043596324741,-0.0821804273293463,0.950000000000011,0.950000000000011,0.431230839479408,0.165418141827458,0.950000000000007,0.947431661305753,0.0716852807724644,-0.0714865147763394,0.950000000000022,0.950000000000022,0.0528043596324741,-0.0821804273293463,0.950000000000011,0.950000000000011,0.976855771445702,1.13946050292812,1.09578397118291,0.0231442285542979,0.0372614359285065,0.96243562556801,NaN,NaN,NaN,NaN,NaN,NaN,0.923747484078424,0.799073675024037,0.03907906412623,1.0815137840239,1,0,0.973671925164419,1.11424866743264,0.0315880432080454,1.15036993127881,0.1216,0.8782,LVRT,pcc_min_line_rms_pu,0.581819435137591,0.6601465585367,0,0,0,0.381819435137591,1,1,pass,0.381819435137591,1,0,0,0,-0,1,0,0,1,0,0,0,1,1,0.125,1,0,1,0.978068993291894,1.31589068758444,0,1,0.491765204118084,0.591779657186656,NaN,NaN,NaN,NaN,NaN,NaN,0.591169502079371,0.00193327837284367,0.595657780985873,0.594483308733317,0.593743139687311,0.00191464129856218,0.833849527831323,0.00326861095104393,0.83824037567312,0.839663511298429,0.834141087953674,0.00552242334475449,NaN,NaN,NaN,NaN,NaN,NaN,0.591169502079371,0.00193327837284367,0.595657780985873,0.594483308733317,0.593743139687311,0.00191464129856218,0.833849527831323,0.00326861095104393,0.83824037567312,0.839663511298429,0.834141087953674,0.00552242334475449,1.75315247949252,0.155165839401721,0.3,0.0248341605982788,0,0,1.5,0.055,1.86167773486942,1.79851527689922,1.7530453337907,1.86167773486942,1.87248385212685,1,Inf,0,0,1,reactive_shortfall,0,grid_current_eval_peak_pu=1.862;grid_current_global_peak_pu=1.862;action_max=0.503,0,0,0,continuous_switch_level_run_no_explicit_trip_interface,1,0,0,0,0,dc_link_bounds;grid_current_limit,0,l1_load_voltage_survival;connection_status_not_evaluated;equipment_safety,0,l2_grid_code_ride_through;reactive_shortfall;active_power_recovery_not_evaluated,0,dc_link_bounds;grid_current_limit,0,l2_grid_code_ride_through;reactive_shortfall;active_power_recovery_not_evaluated,0,dc_link_bounds;grid_current_limit,128.541491457841
